时间,位移,载荷,拉伸应力,拉伸应变 (位移)
(s),(mm),(N),(MPa),(mm/mm)
111,1.84745,20025.65039,252.94688,0.01846
111.1,1.84922,20050.45508,253.26021,0.01847
111.2,1.85111,20079.18945,253.62315,0.01849
111.3,1.85298,20105.16406,253.95123,0.01851
111.4,1.85433,20109.6582,254.00801,0.01852
111.5,1.85577,20121.45117,254.15697,0.01854
111.6,1.85754,20147.43359,254.48515,0.01856
111.7,1.85951,20180.35352,254.90097,0.01858
111.8,1.86141,20207.64258,255.24567,0.0186
111.9,1.8627,20209.93359,255.2746,0.01861
112,1.86414,20221.18359,255.4167,0.01862
112.1,1.86596,20248.88867,255.76665,0.01864
112.2,1.86791,20279.6582,256.1553,0.01866
112.3,1.86977,20305.22461,256.47824,0.01868
112.4,1.87101,20305.60938,256.48309,0.01869
112.5,1.87244,20317.30469,256.63083,0.01871
112.6,1.87429,20346.56055,257.00037,0.01872
112.7,1.87622,20376.5332,257.37894,0.01874
112.8,1.87804,20400.27539,257.67883,0.01876
112.9,1.87934,20403.08398,257.71429,0.01877
113,1.88073,20412.9082,257.83841,0.01879
113.1,1.88249,20439.26758,258.17136,0.01881
113.2,1.88443,20471.41602,258.57742,0.01883
113.3,1.8863,20498.19922,258.91571,0.01884
113.4,1.88772,20506.88086,259.02539,0.01886
113.5,1.88908,20514.56055,259.12238,0.01887
113.6,1.89087,20541.5957,259.46387,0.01889
113.7,1.8928,20572.72852,259.85712,0.01891
113.8,1.89451,20592.97656,260.11285,0.01893
113.9,1.89603,20605.98047,260.27713,0.01894
114,1.89742,20614.78711,260.38837,0.01896
114.1,1.89921,20641.24414,260.72253,0.01897
114.2,1.90117,20672.86719,261.12198,0.01899
114.3,1.90289,20693.14062,261.37805,0.01901
114.4,1.90434,20702.84961,261.5007,0.01902
114.5,1.90578,20714.44727,261.64719,0.01904
114.6,1.90755,20740.18555,261.97229,0.01906
114.7,1.90952,20772.79297,262.38416,0.01908
114.8,1.91122,20792.1543,262.62872,0.01909
114.9,1.91272,20803.82812,262.77615,0.01911
115,1.9142,20816.35547,262.93439,0.01912
115.1,1.91596,20840.83789,263.24365,0.01914
115.2,1.91786,20870.02344,263.61227,0.01916
115.3,1.91951,20887.84375,263.83737,0.01918
115.4,1.92106,20901.92188,264.0152,0.01919
115.5,1.92261,20917.54297,264.21252,0.01921
115.6,1.92428,20937.57617,264.46555,0.01922
115.7,1.92616,20966.14453,264.82642,0.01924
115.8,1.92765,20977.98633,264.97598,0.01926
115.9,1.92927,20996.89258,265.21478,0.01927
116,1.93088,21015.45898,265.44931,0.01929
116.1,1.93252,21035.3457,265.7005,0.01931
116.2,1.9344,21064.43555,266.06793,0.01932
116.3,1.93603,21081.51562,266.28366,0.01934
116.4,1.93769,21100.93164,266.52893,0.01936
116.5,1.93933,21119.33008,266.76132,0.01937
116.6,1.94089,21135.2832,266.96283,0.01939
116.7,1.94273,21162.86719,267.31125,0.01941
116.8,1.9443,21177.91406,267.50131,0.01942
116.9,1.94598,21198.17969,267.75726,0.01944
117,1.94776,21222.42578,268.06354,0.01946
117.1,1.94935,21238.33008,268.26443,0.01947
117.2,1.95097,21256.71484,268.49664,0.01949
117.3,1.95259,21274.97852,268.72733,0.01951
117.4,1.95434,21298.98438,269.03055,0.01952
117.5,1.95612,21323.16992,269.33606,0.01954
117.6,1.95771,21339.71094,269.54498,0.01956
117.7,1.95947,21362.84375,269.83716,0.01958
117.8,1.96103,21377.66602,270.02438,0.01959
117.9,1.96276,21400.23438,270.30945,0.01961
118,1.96463,21427.42773,270.65295,0.01963
118.1,1.96607,21437.44141,270.77942,0.01964
118.2,1.96765,21454.08203,270.98962,0.01966
118.3,1.96928,21473.56055,271.23566,0.01967
118.4,1.97114,21501.75391,271.59177,0.01969
118.5,1.97309,21531.69922,271.97,0.01971
118.6,1.97437,21533.86133,271.99731,0.01972
118.7,1.9758,21545.62109,272.14587,0.01974
118.8,1.97751,21569.65625,272.44946,0.01976
118.9,1.97929,21595.39062,272.77451,0.01977
119,1.98129,21629.02344,273.19934,0.01979
119.1,1.98272,21637.73047,273.3093,0.01981
119.2,1.98419,21650.05664,273.465,0.01982
119.3,1.98593,21673.94531,273.76675,0.01984
119.4,1.98767,21697.41211,274.06314,0.01986
119.5,1.98961,21727.66406,274.44528,0.01988
119.6,1.99103,21735.9668,274.55014,0.01989
119.7,1.99246,21746.52539,274.6835,0.0199
119.8,1.9942,21770.52148,274.9866,0.01992
119.9,1.99604,21798.15625,275.33566,0.01994
120,1.99791,21825.21484,275.67746,0.01996
120.1,1.99942,21837.16797,275.82843,0.01997
120.2,2.00081,21846.25,275.94315,0.01999
120.3,2.00252,21869.43359,276.23599,0.02001
120.4,2.00434,21896.26953,276.57495,0.02002
120.5,2.00631,21927.42578,276.96848,0.02004
120.6,2.0079,21941.31055,277.14386,0.02006
120.7,2.00917,21944.33789,277.1821,0.02007
120.8,2.01089,21968.47852,277.48703,0.02009
120.9,2.01279,21998.24219,277.86298,0.02011
121,2.01463,22023.65625,278.18399,0.02013
121.1,2.01618,22037.33398,278.35675,0.02014
121.2,2.01748,22042.42188,278.42102,0.02015
121.3,2.01923,22066.89453,278.73013,0.02017
121.4,2.02115,22097.11133,279.11182,0.02019
121.5,2.02288,22118.86328,279.38657,0.02021
121.6,2.02436,22130.92969,279.53897,0.02022
121.7,2.02569,22137.9707,279.6279,0.02024
121.8,2.02743,22163.52539,279.95068,0.02025
121.9,2.02941,22197.28906,280.37717,0.02027
122,2.03127,22223.64453,280.71008,0.02029
122.1,2.03277,22235.74805,280.86295,0.02031
122.2,2.03408,22241.65625,280.93759,0.02032
122.3,2.03579,22265.34766,281.23682,0.02034
122.4,2.03774,22297.44141,281.64221,0.02036
122.5,2.0396,22324.43359,281.98315,0.02038
122.6,2.04107,22334.52148,282.11057,0.02039
122.7,2.04247,22343.99023,282.23016,0.0204
122.8,2.04414,22366.02539,282.50851,0.02042
122.9,2.04605,22396.85742,282.89795,0.02044
123,2.04779,22419.14258,283.17944,0.02046
123.1,2.04937,22434.6543,283.37537,0.02047
123.2,2.05081,22445.21289,283.50873,0.02049
123.3,2.05254,22469.23828,283.81219,0.0205
123.4,2.0546,22505.29297,284.26761,0.02053
123.5,2.05635,22526.17383,284.53137,0.02054
123.6,2.05778,22534.77734,284.64005,0.02056
123.7,2.05925,22546.64453,284.78992,0.02057
123.8,2.06091,22568.45117,285.06537,0.02059
123.9,2.06288,22601.12695,285.47812,0.02061
124,2.06455,22619.82422,285.71426,0.02062
124.1,2.0661,22634.00586,285.8934,0.02064
124.2,2.06767,22650.57227,286.10266,0.02066
124.3,2.06923,22666.76758,286.30722,0.02067
124.4,2.07107,22694.80859,286.66141,0.02069
124.5,2.07272,22714.42383,286.90918,0.02071
124.6,2.0743,22730.87109,287.11691,0.02072
124.7,2.07597,22751.88477,287.38235,0.02074
124.8,2.07754,22768.82422,287.59631,0.02075
124.9,2.07944,22798.72852,287.97403,0.02077
125,2.0811,22817.9375,288.21667,0.02079
125.1,2.08263,22831.82227,288.39206,0.02081
125.2,2.08438,22855.63672,288.69287,0.02082
125.3,2.08592,22870.38867,288.87918,0.02084
125.4,2.08771,22895.95508,289.20212,0.02086
125.5,2.08935,22914.2168,289.4328,0.02087
125.6,2.09105,22935.62891,289.70325,0.02089
125.7,2.0928,22957.91797,289.98477,0.02091
125.8,2.09427,22969.69727,290.13358,0.02092
125.9,2.09596,22991.10742,290.40399,0.02094
126,2.09767,23013.00391,290.68057,0.02096
126.1,2.09931,23032.34375,290.92487,0.02097
126.2,2.10117,23059.61328,291.26932,0.02099
126.3,2.10272,23073.91797,291.45001,0.02101
126.4,2.10442,23095.04102,291.7168,0.02102
126.5,2.10602,23111.83594,291.92896,0.02104
126.6,2.10772,23133.19141,292.1987,0.02106
126.7,2.10956,23159.63086,292.53265,0.02107
126.8,2.11106,23172.01367,292.68906,0.02109
126.9,2.11261,23187.79102,292.88834,0.02111
127,2.11432,23209.91602,293.16782,0.02112
127.1,2.11605,23232.43555,293.45227,0.02114
127.2,2.11791,23259.79492,293.79785,0.02116
127.3,2.11928,23266.67773,293.88477,0.02117
127.4,2.12083,23283.33594,294.09518,0.02119
127.5,2.12248,23304.05078,294.35684,0.0212
127.6,2.12429,23331.61523,294.70502,0.02122
127.7,2.12623,23362.0332,295.08923,0.02124
127.8,2.1277,23372.41211,295.22031,0.02126
127.9,2.12913,23383.28516,295.35767,0.02127
128,2.13083,23405.94922,295.64392,0.02129
128.1,2.1326,23430.90039,295.95911,0.0213
128.2,2.13461,23464.0293,296.37756,0.02132
128.3,2.13604,23472.71875,296.4873,0.02134
128.4,2.13746,23482.49023,296.61075,0.02135
128.5,2.13921,23507.06641,296.92117,0.02137
128.6,2.14098,23531.14844,297.22534,0.02139
128.7,2.14294,23562.46484,297.62091,0.02141
128.8,2.14442,23573.54883,297.76089,0.02142
128.9,2.14575,23580.23242,297.84534,0.02144
129,2.14751,23605.94336,298.17007,0.02145
129.1,2.14949,23639.04492,298.5882,0.02147
129.2,2.15146,23669.25391,298.96979,0.02149
129.3,2.15285,23675.45898,299.04816,0.02151
129.4,2.15413,23679.60156,299.10046,0.02152
129.5,2.15591,23706.08594,299.435,0.02154
129.6,2.15776,23734.42578,299.79297,0.02156
129.7,2.15983,23769.08203,300.23071,0.02158
129.8,2.16118,23773.69336,300.28897,0.02159
129.9,2.16245,23777.61914,300.33856,0.0216
130,2.16423,23804.05859,300.67252,0.02162
130.1,2.16616,23835.08203,301.06436,0.02164
130.2,2.16792,23858.27539,301.35733,0.02166
130.3,2.16945,23872.04883,301.53131,0.02167
130.4,2.17072,23876.36133,301.58578,0.02169
130.5,2.17245,23901.92383,301.90866,0.0217
130.6,2.17444,23936.07617,302.34006,0.02172
130.7,2.17637,23964.98047,302.70514,0.02174
130.8,2.1778,23973.63281,302.81442,0.02176
130.9,2.17906,23977.30273,302.86078,0.02177
131,2.18076,24000.73438,303.15674,0.02179
131.1,2.18271,24033.31836,303.56833,0.02181
131.2,2.1846,24061.41406,303.92322,0.02182
131.3,2.18609,24071.75781,304.05386,0.02184
131.4,2.18743,24078.54297,304.13956,0.02185
131.5,2.18919,24102.80273,304.44598,0.02187
131.6,2.19109,24132.71289,304.82379,0.02189
131.7,2.19284,24155.18555,305.10764,0.02191
131.8,2.19444,24171.41992,305.31271,0.02192
131.9,2.19584,24180.53906,305.42789,0.02194
132,2.19753,24202.74609,305.7084,0.02195
132.1,2.19954,24236.50391,306.1348,0.02197
132.2,2.20128,24257.47852,306.39972,0.02199
132.3,2.20277,24268.85547,306.54343,0.02201
132.4,2.20418,24278.99023,306.67145,0.02202
132.5,2.20588,24301.21875,306.95221,0.02204
132.6,2.20787,24334.73242,307.37552,0.02206
132.7,2.20957,24353.88086,307.6174,0.02207
132.8,2.21111,24367.73828,307.79242,0.02209
132.9,2.21261,24380.78125,307.95718,0.0221
133,2.21414,24396.52734,308.15607,0.02212
133.1,2.21606,24428.11133,308.55502,0.02214
133.2,2.21771,24448.07422,308.80716,0.02215
133.3,2.21928,24464.74023,309.01767,0.02217
133.4,2.22093,24485.04102,309.27411,0.02219
133.5,2.22248,24501.06641,309.47653,0.0222
133.6,2.22439,24531.81055,309.86484,0.02222
133.7,2.22603,24549.78516,310.09189,0.02224
133.8,2.22765,24567.23047,310.31226,0.02225
133.9,2.22934,24588.30273,310.5784,0.02227
134,2.23085,24601.86914,310.74976,0.02229
134.1,2.23271,24630.22266,311.10791,0.0223
134.2,2.23436,24648.85938,311.34332,0.02232
134.3,2.23593,24664.58398,311.54193,0.02234
134.4,2.23777,24691.56445,311.88272,0.02236
134.5,2.23932,24706.14258,312.06686,0.02237
134.6,2.24104,24729.11914,312.35709,0.02239
134.7,2.24266,24747.75195,312.59244,0.0224
134.8,2.24437,24769.78711,312.87076,0.02242
134.9,2.24624,24798.17969,313.2294,0.02244
135,2.2477,24808.7832,313.36334,0.02245
135.1,2.24944,24832.06641,313.65744,0.02247
135.2,2.25098,24846.94922,313.8454,0.02249
135.3,2.25269,24869.68164,314.13254,0.0225
135.4,2.25461,24899.26953,314.50629,0.02252
135.5,2.2561,24911.39453,314.65942,0.02254
135.6,2.25768,24927.29297,314.86026,0.02255
135.7,2.25934,24947.38672,315.11404,0.02257
135.8,2.26112,24971.88086,315.42343,0.02259
135.9,2.26299,24998.92188,315.76501,0.02261
136,2.26434,25005.66797,315.85022,0.02262
136.1,2.26588,25022.00586,316.05658,0.02264
136.2,2.26759,25045.29688,316.35077,0.02265
136.3,2.26925,25066.28125,316.61581,0.02267
136.4,2.27123,25099.50391,317.03546,0.02269
136.5,2.27278,25113.33008,317.21011,0.02271
136.6,2.27421,25123.66406,317.34064,0.02272
136.7,2.27586,25144.05469,317.59821,0.02274
136.8,2.27761,25168.30859,317.90454,0.02275
136.9,2.27959,25200.64453,318.31299,0.02277
137,2.28112,25213.25391,318.47226,0.02279
137.1,2.28244,25219.23828,318.54785,0.0228
137.2,2.28417,25242.72266,318.84448,0.02282
137.3,2.28603,25270.30078,319.19284,0.02284
137.4,2.28793,25299.06641,319.55618,0.02286
137.5,2.28955,25315.69336,319.76617,0.02287
137.6,2.29088,25321.63281,319.84122,0.02289
137.7,2.29254,25343.25781,320.11435,0.0229
137.8,2.29433,25368.95312,320.43893,0.02292
137.9,2.29626,25399.08008,320.81946,0.02294
138,2.29793,25417.90039,321.05719,0.02296
138.1,2.29916,25419.76562,321.08075,0.02297
138.2,2.30084,25441.68164,321.35757,0.02299
138.3,2.30268,25469.83008,321.7131,0.023
138.4,2.30463,25500.74219,322.10358,0.02302
138.5,2.30623,25516.36328,322.30087,0.02304
138.6,2.30747,25518.5625,322.32864,0.02305
138.7,2.3092,25542.1582,322.62671,0.02307
138.8,2.31102,25569.61133,322.97345,0.02309
138.9,2.31295,25600.17383,323.3595,0.02311
139,2.31445,25612.54492,323.51578,0.02312
139.1,2.31572,25617.12891,323.57367,0.02313
139.2,2.31741,25640.41602,323.8678,0.02315
139.3,2.31927,25669.65234,324.23709,0.02317
139.4,2.32121,25699.9668,324.62,0.02319
139.5,2.32285,25717.38281,324.84,0.02321
139.6,2.32406,25718.85352,324.85855,0.02322
139.7,2.32572,25740.00977,325.12579,0.02323
139.8,2.32767,25772.50391,325.53622,0.02325
139.9,2.3296,25802.0332,325.90921,0.02327
140,2.33117,25815.87695,326.08408,0.02329
140.1,2.33245,25819.74609,326.13297,0.0233
140.2,2.33406,25838.80078,326.37363,0.02332
140.3,2.33602,25872.37891,326.79776,0.02334
140.4,2.33789,25899.76172,327.14365,0.02336
140.5,2.33953,25917.48828,327.36755,0.02337
140.6,2.34088,25924.14062,327.45157,0.02339
140.7,2.34255,25945.12109,327.71658,0.0234
140.8,2.34452,25977.49219,328.12546,0.02342
140.9,2.34633,26001.58203,328.42975,0.02344
141,2.34789,26015.14844,328.6011,0.02346
141.1,2.34923,26021.40234,328.68011,0.02347
141.2,2.35082,26039.69531,328.91116,0.02348
141.3,2.35282,26073.65625,329.34012,0.0235
141.4,2.35461,26097.52344,329.6416,0.02352
141.5,2.35615,26111.2207,329.81461,0.02354
141.6,2.35766,26124.73047,329.98526,0.02355
141.7,2.35918,26140.14453,330.17996,0.02357
141.8,2.36107,26171.12305,330.57126,0.02359
141.9,2.36285,26195.78906,330.88281,0.0236
142,2.36445,26212.95703,331.09967,0.02362
142.1,2.36598,26226.94727,331.27637,0.02364
142.2,2.36749,26241.37109,331.45856,0.02365
142.3,2.36941,26272.21875,331.84821,0.02367
142.4,2.37112,26293.03906,332.11118,0.02369
142.5,2.3727,26308.83398,332.3107,0.0237
142.6,2.37435,26327.88672,332.55136,0.02372
142.7,2.37587,26341.59961,332.72455,0.02373
142.8,2.37771,26369.23438,333.07361,0.02375
142.9,2.37937,26388.18945,333.31305,0.02377
143,2.38102,26407.23828,333.55365,0.02379
143.1,2.38278,26431.2207,333.85657,0.0238
143.2,2.38422,26442.17383,333.99493,0.02382
143.3,2.38596,26466.63281,334.30386,0.02384
143.4,2.38767,26489.16797,334.5885,0.02385
143.5,2.38935,26509.63867,334.84708,0.02387
143.6,2.39118,26535.96484,335.17963,0.02389
143.7,2.3927,26548.88672,335.34283,0.0239
143.8,2.39436,26568.54297,335.59113,0.02392
143.9,2.39601,26587.51562,335.83075,0.02394
144,2.39767,26607.06641,336.0777,0.02395
144.1,2.39954,26634.75586,336.42746,0.02397
144.2,2.40102,26646.70312,336.57837,0.02399
144.3,2.4026,26663.04492,336.78479,0.024
144.4,2.40433,26686.04492,337.07529,0.02402
144.5,2.40597,26704.69531,337.31088,0.02404
144.6,2.40785,26733.23828,337.67142,0.02405
144.7,2.40937,26747.29492,337.84897,0.02407
144.8,2.41089,26762.25391,338.0379,0.02408
144.9,2.41249,26780.4707,338.26801,0.0241
145,2.41425,26805.14844,338.57971,0.02412
145.1,2.41616,26834.53516,338.9509,0.02414
145.2,2.41779,26850.97852,339.1586,0.02415
145.3,2.41914,26857.32031,339.23871,0.02417
145.4,2.42271,26890.42188,339.6568,0.0242
145.5,2.42278,26847.75195,339.11783,0.0242
145.6,2.42322,26820.47461,338.77328,0.02421
145.7,2.42555,26870.46484,339.40472,0.02423
145.8,2.42772,26919.79492,340.02783,0.02425
145.9,2.42914,26935.88672,340.23108,0.02427
146,2.43089,26964.58984,340.59363,0.02428
146.1,2.43295,27004.70898,341.1004,0.02431
146.2,2.43453,27022.96289,341.33096,0.02432
146.3,2.4358,27028.88281,341.40573,0.02433
146.4,2.4375,27053.74414,341.71976,0.02435
146.5,2.43941,27084.88086,342.11304,0.02437
146.6,2.44138,27116.59961,342.5137,0.02439
146.7,2.44293,27130.21094,342.68561,0.0244
146.8,2.44417,27132.9707,342.72049,0.02442
146.9,2.44583,27154.47461,342.9921,0.02443
147,2.44769,27182.5293,343.34647,0.02445
147.1,2.44975,27216.99414,343.7818,0.02447
147.2,2.45133,27231.16211,343.96075,0.02449
147.3,2.4525,27230.30469,343.94992,0.0245
147.4,2.45418,27252.0957,344.22516,0.02452
147.5,2.45604,27281.21875,344.59302,0.02454
147.6,2.45799,27313.03906,344.99496,0.02456
147.7,2.45958,27328.94141,345.1958,0.02457
147.8,2.46078,27329.72852,345.20575,0.02458
147.9,2.46243,27351.19141,345.47687,0.0246
148,2.46435,27382.19141,345.86844,0.02462
148.1,2.46633,27413.80664,346.26776,0.02464
148.2,2.46786,27426.31641,346.42578,0.02465
148.3,2.46914,27430.10742,346.47366,0.02467
148.4,2.47073,27448.60742,346.70734,0.02468
148.5,2.47268,27480.28125,347.10742,0.0247
148.6,2.47458,27509.08789,347.47128,0.02472
148.7,2.47613,27521.89258,347.633,0.02474
148.8,2.47754,27531.66602,347.75647,0.02475
148.9,2.47908,27547.17188,347.95233,0.02477
149,2.48101,27579.51953,348.3609,0.02479
149.1,2.48289,27607.81641,348.71832,0.0248
149.2,2.48446,27622.2207,348.90027,0.02482
149.3,2.48592,27634.16992,349.05121,0.02483
149.4,2.48748,27650.83984,349.26175,0.02485
149.5,2.48946,27684.01562,349.68082,0.02487
149.6,2.49128,27708.79883,349.99384,0.02489
149.7,2.4927,27717.375,350.10217,0.0249
149.8,2.49428,27734.33398,350.31638,0.02492
149.9,2.49583,27749.35352,350.5061,0.02493
150,2.49773,27779.02734,350.88092,0.02495
150.1,2.49955,27803.93945,351.19559,0.02497
150.2,2.50113,27818.78125,351.38306,0.02499
150.3,2.50267,27833.30664,351.56653,0.025
150.4,2.50412,27845.44922,351.71991,0.02502
150.5,2.50601,27875.83203,352.10367,0.02504
150.6,2.5078,27901.33398,352.42578,0.02505
150.7,2.50929,27913.85352,352.58392,0.02507
150.8,2.51101,27935.51367,352.85751,0.02508
150.9,2.51256,27950.98047,353.05289,0.0251
151,2.51432,27974.87109,353.35464,0.02512
151.1,2.516,27994.99609,353.60886,0.02513
151.2,2.51762,28012.31055,353.82755,0.02515
151.3,2.51937,28035.40234,354.11923,0.02517
151.4,2.52095,28050.99219,354.31613,0.02518
151.5,2.52263,28070.55078,354.5632,0.0252
151.6,2.5244,28093.71875,354.85583,0.02522
151.7,2.52591,28106.38281,355.01578,0.02523
151.8,2.52763,28129.20508,355.30408,0.02525
151.9,2.52932,28150.04492,355.56729,0.02527
152,2.53103,28171.42969,355.8374,0.02529
152.1,2.53273,28192.05273,356.0979,0.0253
152.2,2.53438,28210.76562,356.33426,0.02532
152.3,2.53623,28237.32422,356.66974,0.02534
152.4,2.53785,28253.71289,356.87674,0.02535
152.5,2.53938,28267.24414,357.04767,0.02537
152.6,2.541,28284.80078,357.26941,0.02538
152.7,2.54267,28305.04102,357.52509,0.0254
152.8,2.54456,28332.99609,357.87817,0.02542
152.9,2.54627,28352.76172,358.12784,0.02544
153,2.54771,28363.12305,358.25873,0.02545
153.1,2.54931,28380.10742,358.47324,0.02547
153.2,2.55095,28399.26562,358.71524,0.02548
153.3,2.55285,28429.61523,359.09857,0.0255
153.4,2.55457,28450.97266,359.36835,0.02552
153.5,2.55594,28458.25195,359.4603,0.02553
153.6,2.55758,28478.26172,359.71304,0.02555
153.7,2.55928,28499.64258,359.98312,0.02557
153.8,2.56103,28523.59961,360.28571,0.02558
153.9,2.56286,28549.64453,360.61469,0.0256
154,2.56424,28556.97266,360.70724,0.02562
154.1,2.56586,28575.70117,360.94382,0.02563
154.2,2.56759,28598.31445,361.22946,0.02565
154.3,2.56951,28627.85156,361.60254,0.02567
154.4,2.57128,28650.37305,361.88702,0.02569
154.5,2.57248,28651.17773,361.89719,0.0257
154.6,2.57406,28669.05078,362.12292,0.02571
154.7,2.57585,28695.85547,362.46152,0.02573
154.8,2.57781,28727.96875,362.86713,0.02575
154.9,2.57966,28754.14258,363.19772,0.02577
155,2.58094,28757.5957,363.24136,0.02578
155.1,2.58249,28773.57227,363.44315,0.0258
155.2,2.58436,28802.72656,363.8114,0.02582
155.3,2.58623,28829.6875,364.15195,0.02584
155.4,2.58797,28851.6582,364.42947,0.02585
155.5,2.58925,28855.07617,364.47266,0.02587
155.6,2.59078,28869.78125,364.65839,0.02588
155.7,2.59267,28899.35742,365.03198,0.0259
155.8,2.59459,28928.69922,365.40259,0.02592
155.9,2.5963,28948.13672,365.6481,0.02594
156,2.59751,28949.88086,365.67014,0.02595
156.1,2.59904,28966.02148,365.87402,0.02596
156.2,2.60093,28996.49805,366.25897,0.02598
156.3,2.60293,29030.17969,366.68442,0.026
156.4,2.60462,29049.91797,366.93372,0.02602
156.5,2.60585,29051.18164,366.94968,0.02603
156.6,2.60734,29065.89844,367.13556,0.02605
156.7,2.60921,29095.35742,367.50766,0.02607
156.8,2.61117,29126.81445,367.905,0.02609
156.9,2.61284,29145.33008,368.13889,0.0261
157,2.61425,29154.04688,368.24899,0.02612
157.1,2.61572,29166.32227,368.40405,0.02613
157.2,2.61763,29196.29297,368.78259,0.02615
157.3,2.6196,29226.875,369.16888,0.02617
157.4,2.62118,29242.14062,369.36172,0.02619
157.5,2.62253,29248.99805,369.44833,0.0262
157.6,2.62399,29261.5332,369.60666,0.02621
157.7,2.62593,29293.94336,370.01605,0.02623
157.8,2.62791,29326.29883,370.42471,0.02625
157.9,2.62953,29342.76758,370.63275,0.02627
158,2.63104,29355.63086,370.79523,0.02628
158.1,2.63253,29369.00586,370.96417,0.0263
158.2,2.63439,29396.44531,371.31076,0.02632
158.3,2.63632,29425.85352,371.68222,0.02634
158.4,2.63788,29439.24414,371.85135,0.02635
158.5,2.63937,29451.82617,372.01028,0.02637
158.6,2.64085,29464.30664,372.16794,0.02638
158.7,2.64278,29494.61914,372.55081,0.0264
158.8,2.64463,29520.57031,372.8786,0.02642
158.9,2.64606,29530.97852,373.01007,0.02643
159,2.64769,29548.68359,373.2337,0.02645
159.1,2.64921,29564.30273,373.431,0.02647
159.2,2.65107,29592.36523,373.78546,0.02648
159.3,2.65289,29618.20312,374.11182,0.0265
159.4,2.65443,29632.61914,374.29391,0.02652
159.5,2.65603,29649.80859,374.51102,0.02653
159.6,2.65753,29663.46094,374.68347,0.02655
159.7,2.65926,29687.66406,374.9892,0.02657
159.8,2.66106,29712.21289,375.29926,0.02658
159.9,2.66269,29730.13281,375.5256,0.0266
160,2.6644,29751.11523,375.79065,0.02662
160.1,2.66596,29766.44922,375.98434,0.02663
160.2,2.66765,29786.58984,376.23874,0.02665
160.3,2.66932,29807.05469,376.49722,0.02667
160.4,2.6709,29822.79883,376.69608,0.02668
160.5,2.67268,29848.38281,377.01926,0.0267
160.6,2.67439,29869.33008,377.28384,0.02672
160.7,2.67594,29884.55859,377.4762,0.02673
160.8,2.67768,29907.89453,377.77094,0.02675
160.9,2.67933,29926.75,378.00912,0.02677
161,2.68113,29951.91797,378.32703,0.02678
161.1,2.68282,29971.93555,378.57986,0.0268
161.2,2.68432,29983.38086,378.72443,0.02682
161.3,2.68598,30002.875,378.97067,0.02683
161.4,2.68764,30021.38672,379.20447,0.02685
161.5,2.68952,30047.68555,379.53665,0.02687
161.6,2.69119,30064.36133,379.74731,0.02688
161.7,2.69258,30071.46094,379.83698,0.0269
161.8,2.69421,30088.49414,380.05212,0.02692
161.9,2.6959,30107.71289,380.29489,0.02693
162,2.69782,30136.03711,380.65265,0.02695
162.1,2.69957,30155.46875,380.8981,0.02697
162.2,2.70093,30159.33008,380.94687,0.02698
162.3,2.70253,30173.125,381.12112,0.027
162.4,2.70419,30189.64453,381.32977,0.02701
162.5,2.70608,30213.63086,381.63275,0.02703
162.6,2.7079,30233.09766,381.87863,0.02705
162.7,2.70918,30229.49414,381.83313,0.02706
162.8,2.71078,30236.50391,381.92166,0.02708
162.9,2.71259,30251.49023,382.11096,0.0271
163,2.71449,30266.00391,382.29428,0.02712
163.1,2.71629,30271.43555,382.36288,0.02714
163.2,2.71751,30245.88867,382.04019,0.02715
163.3,2.71907,30226.0332,381.7894,0.02716
163.4,2.72087,30200.58594,381.46799,0.02718
163.5,2.7229,30156.03125,380.90518,0.0272
163.6,2.72478,30016.47656,379.14246,0.02722
163.683,2.7258,29764.47852,375.95944,0.02723
163.754,2.72683,29511.9043,372.76913,0.02724
163.836,2.7283,29260.41406,369.59253,0.02726
163.936,2.73021,29065.05469,367.12491,0.02727
164.036,2.7321,28940.03906,365.54584,0.02729
164.136,2.7335,28845.53906,364.35217,0.02731
164.236,2.73475,28774.4707,363.4545,0.02732
164.336,2.73654,28747.05273,363.10818,0.02734
164.436,2.73844,28732.68359,362.9267,0.02736
164.536,2.74029,28723.16602,362.80646,0.02738
164.636,2.74182,28705.87109,362.58801,0.02739
164.736,2.74306,28681.36719,362.2785,0.0274
164.836,2.7448,28686.46094,362.34283,0.02742
164.936,2.74672,28702.67969,362.5477,0.02744
165.036,2.74865,28719.93555,362.76566,0.02746
165.136,2.75016,28722.24414,362.79483,0.02747
165.236,2.75137,28714.26367,362.69403,0.02749
165.336,2.75306,28722.78711,362.8017,0.0275
165.436,2.75497,28739.89648,363.01779,0.02752
165.536,2.75691,28756.85938,363.23206,0.02754
165.636,2.75845,28758.2793,363.25,0.02756
165.736,2.75972,28748.07031,363.12103,0.02757
165.836,2.76136,28751.56445,363.16516,0.02759
165.936,2.76335,28762.46289,363.30283,0.02761
166.036,2.76513,28766.07812,363.34851,0.02762
166.136,2.76666,28761.08203,363.2854,0.02764
166.236,2.76805,28753.20312,363.18588,0.02765
166.336,2.76969,28760.09961,363.27298,0.02767
166.436,2.77174,28783.90625,363.5737,0.02769
166.536,2.77355,28798.35352,363.75616,0.02771
166.636,2.77511,28800.68945,363.78568,0.02772
166.736,2.77649,28791.50586,363.66968,0.02774
166.836,2.77811,28786.06055,363.60089,0.02775
166.936,2.78016,28796.36523,363.73105,0.02777
167.036,2.78184,28792.13672,363.67764,0.02779
167.136,2.78338,28783.29102,363.56592,0.02781
